,CL3,CC1,SV1,M31Fcsw,M11Fcsw,M31Plmr,M11Plmr,F21Plmr,M31Tong,M11Tong,LMEpi24M,SLEpi20M,AQC1cm,AQC4cm,AQC7cm,NP2,NP3,NP5,TRRsed1,TRRsed2,TRRsed3,TS28,TS29,Even1,Even2,Even3
171288,9,25,1419,0,0,0,17,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,3
355315,2,22,94,1,1,103,2527,270,6,7,110,22,7,31,5,961,8,7,0,0,1,0,1,1,0,1
305547,25,131,373,1,2,0,29,10,3,1,10,3795,52,10,16,2,0,0,0,2,0,0,0,3,0,3
565413,150,585,300,0,0,10,215,1,1,3,21,1921,84,34,52,1,1,1,0,0,3,3,0,3,4,2
568385,1242,44,0,1,0,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,5,0,0
231965,1928,321,26,1,0,1,1,0,2,0,0,2,37,21,24,0,2,0,0,0,0,0,1,13,3,0
574416,348,128,5,1,0,2,15,0,1,29,2095,230,5,2,7,0,1,0,0,0,1,0,0,2,2,0
5508,688,195,404,1,0,1,9,0,1,0,1,10,4,3,5,0,2,0,0,0,1,1,0,2,0,0
190723,1072,1164,1780,3,0,4,58,11,1,0,2,12,11,18,14,0,305,0,2,4,4,0,2,9,4,3
5552,336,811,896,0,1,1,34,23,8,23,1566,7692,97,75,95,2,1,2,1,2,2,0,0,4,1,4
199553,1,2,2,0,0,0,0,0,1,1,4,2367,34,19,23,1,3,0,0,1,0,0,1,0,0,0
511230,475,1659,0,0,2,1,0,0,0,0,1,18,152,313,335,2,0,0,0,0,0,0,2,5,3,0
555322,1799,1173,1,2,0,0,0,1,0,0,1,1,5,9,16,0,0,0,0,1,1,1,0,6,3,0
346206,432,1050,0,0,0,0,0,0,0,0,0,0,5,14,16,0,0,0,1,17,10,0,0,2,2,0
4574,0,0,1,0,0,0,0,0,8,2,0,0,2,15,4,446,4,525,0,0,0,0,0,1,0,0
317373,2,1,1,1,0,0,0,1,8,2,1,0,11,40,9,1365,250,478,1,1,1,0,1,0,0,0
354693,1,3,0,2,4,2,1,3,97,13,6,14,81,213,59,6194,5308,8258,17,5,5,8,11,9,11,7
126392,0,0,2,0,1,0,0,0,0,1,1,0,1,31,6,831,28,131,0,0,0,0,1,2,1,0
233886,12,0,0,1,2,1,0,1,9,1,2,2,8,59,16,1660,115,616,1,2,0,0,2,1,1,0
310134,1,0,1,0,1,0,1,1,13,1,0,0,5,41,6,1564,679,1347,3,2,0,0,0,6,0,0
115653,0,1,0,0,0,0,3,0,7,1,0,0,13,13,2,414,1297,360,1,0,0,0,0,1,0,1
4585,0,1,1,0,1,0,2,0,8,1,0,1,40,37,9,1134,4829,1052,1,2,2,0,1,2,2,0
545263,1,0,0,1,0,0,1,0,5,0,0,0,2,23,3,721,13,250,2,0,0,0,0,0,0,0
155692,0,0,0,0,1,0,0,0,36,1,2,0,8,29,4,529,602,3941,5,1,0,0,1,1,1,0
335943,3,3,1,5,4,0,0,2,41,6,8,6,46,278,53,8439,608,3757,12,3,1,6,3,8,4,5
356548,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,16,368,736,3,0,5,0,1
323748,0,0,0,0,0,0,0,2,1,1,1,1,2,0,3,0,2,3,70,2459,2190,2,2,19,1,0
211365,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,49,859,536,2,0,8,0,0
549399,0,1,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,3,8,1492,993,0,0,9,0,0
278603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,47,3332,542,0,2,3,0,0
319668,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,18,2052,717,1,0,7,0,2
250376,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,7,2736,998,2,0,8,2,0
18546,1592,59,1,2,0,0,1,1,1,0,1,0,1,7,1,0,0,0,0,0,0,0,0,9,0,0
223183,2257,903,1,1,3,1,0,0,2,0,0,0,6,7,9,0,1,0,0,0,1,0,0,16,0,2
111976,1848,868,2,2,1,1,1,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,1,11,0,0
361107,1620,123,10,0,0,0,21,0,0,0,0,0,7,15,14,0,1,0,0,2,2,0,0,6,1,0
154486,1552,12,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,11,0,0
142097,203,239,733,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,2,1,1
365796,1092,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0
250075,1551,250,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9,1,1
156709,1483,560,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0
585228,14,25,1043,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,4
236397,4,1,0,0,0,0,0,0,3,9,802,1041,4,2,3,0,0,1,0,0,0,0,0,0,0,1
331647,3308,1985,20,3,1,6,2,0,1,0,1,2,11,10,5,0,0,1,0,4,3,0,1,17,6,0
548127,372,625,380,1,0,0,4,0,0,0,0,1,10,10,14,0,0,0,0,1,0,1,0,1,0,0
588604,1393,701,5,3,1,0,0,0,0,0,2,2,10,8,12,1,0,0,0,0,0,0,0,7,1,0
319537,0,0,4,0,1,0,0,0,2,43,2474,12,2,3,3,0,1,0,0,0,0,0,0,0,0,1
197174,5,16,1299,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3
129759,100,220,7777,0,2,12,61,3,0,0,0,0,0,4,3,0,0,2,1,2,0,2,1,3,3,18
161477,94,167,66,0,0,26,147,3,2,1,0,21,6,0,1,20,711,1,0,0,0,0,0,1,1,1
240173,520,1767,1287,0,1,32,605,53,3,3,2,15,8,5,2,0,11,3,1,8,0,2,1,5,7,14
158370,284,712,6338,9,2,86,297,20,4,2,3,365,20,6,7,1,1118,7,10,4,1,3,1,4,4,36
328359,1,56,8,0,0,36,1219,4,0,0,9,18,0,2,0,0,10,2,0,2,0,0,0,1,2,2
334940,14,173,69,1,1,18,1413,120,4,0,2,14,0,1,0,0,7,0,1,1,0,0,0,0,0,0
561245,363,616,233,0,0,1,11,1,0,0,0,0,4,7,2,0,0,0,0,0,1,1,0,1,0,3
591751,376,450,542,0,0,1,7,0,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,2,1,3
162721,112,48,930,0,2,22,114,27,2,1,1,32,16,10,1,10,500,27,0,1,1,1,0,2,0,3
367659,819,2662,2414,2,0,50,127,30,3,0,3,0,6,6,10,0,6,2,1,4,4,1,1,4,10,8
562526,24,197,645,1,2,13,249,26,10,4,4,36,170,41,30,2,17397,401,1,1,2,1,1,5,4,3
560773,264,730,62,2,0,127,813,19,2,0,4,98,20,6,3,162,3671,14,0,1,1,0,1,4,3,1
312453,8,315,43,0,1,403,1008,102,1,0,2,17,2,1,0,1,6,1,0,0,0,0,1,0,2,1
311780,26,86,1009,3,0,42,100,15,0,0,2,208,0,1,0,0,7,0,0,0,0,0,0,0,0,3
251079,27,99,1519,1,0,2,6,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
243129,20,74,1287,0,0,28,18,15,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,8
160114,1,2,9,1,3,1,0,4,16,193,19009,4184,79,17,47,4,2,2,13,2,1,1,2,7,4,5
570614,13,592,2,0,0,0,0,0,1,24,2348,1,12,2,6,0,1,1,0,0,1,0,0,1,2,3
345950,1,9,2,1,3,0,1,0,9,159,14145,4,6,1,19,1,3,2,8,3,0,0,1,0,2,9
38548,32,271,1286,0,0,35,195,1,2,0,0,49,60,89,64,0,1,0,1,1,0,1,0,0,3,0
224427,4,97,2,0,2,2,1,1,3,15,455,7839,314,175,249,3,1,1,0,2,2,0,2,4,4,1
584900,29,42,1044,0,0,0,42,9,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,3
147648,0,13,1,0,0,0,8,0,0,8,836,30,274,44,41,0,1,0,2,0,0,0,0,1,0,0
77547,7,16,1619,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
360298,264,510,10509,0,1,12,20,9,3,2,1,5,0,0,0,0,3,0,5,0,1,0,3,3,4,34
152371,3,20,1082,0,0,0,12,1,0,0,0,2,0,0,0,3,33,0,0,0,0,0,0,1,0,2
511844,613,1337,3014,1,1,0,48,19,2,0,2,2,2,0,0,0,0,2,2,1,1,0,0,2,2,14
339246,206,247,1549,0,0,0,6,3,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,1,6
582012,74,137,4094,1,1,0,3,8,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,4
543139,8,24,282,0,0,1,23,2,3,0,3,3,80,31,17,1,1663,35,3,1,1,0,0,3,1,1
158069,92,319,1836,0,0,41,52,30,2,2,0,2,22,15,11,0,2,1,4,1,1,1,0,0,4,6
262714,685,2997,4231,1,1,51,155,56,2,0,0,2,0,2,1,0,4,2,0,12,1,1,1,3,6,5
203846,281,561,3062,3,0,88,422,123,2,1,0,7,0,4,0,1,1,4,0,7,6,0,0,10,4,19
145518,29,92,2023,0,0,42,152,79,1,0,1,4,0,0,0,0,0,0,0,4,1,0,0,0,0,1
242675,317,441,5240,0,0,28,170,43,2,2,2,1,0,2,0,0,3,3,0,5,2,0,0,1,1,5
177138,9,41,1104,0,0,2,9,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1,1
131892,125,444,371,1,0,10,28,7,1,0,1,1,1,1,1,1,2,0,0,1,1,0,0,0,2,1
360665,168,1451,507,0,0,18,35,11,0,0,0,0,2,0,1,0,7,3,0,3,1,1,0,2,2,2
252410,50,317,5011,2,0,3,20,4,0,1,1,0,2,1,1,2,15,1,6,1,1,0,0,1,1,14
246500,67,629,685,0,0,10,14,5,2,1,0,1,0,0,0,0,4,1,0,3,1,0,0,1,5,4
278075,0,0,6,1,1,0,0,0,2,2,18,293,2349,1374,759,7,7,1,0,0,1,1,6,16,1,0
541547,0,0,0,0,0,0,0,0,12,1,1,1,1,0,1,61,208,1547,3,1,0,0,0,2,0,0
114901,2,74,1,1,0,0,15,0,0,5,955,40,71,53,33,1,1,0,0,1,1,0,0,1,0,0
211720,3,7,3,7,35731,1,0,1,0,4,19,3,1,3,5,2,3,1,0,0,1,2,0,1,2,0
114029,0,0,0,0,0,1,1,1,15,2,3,0,15,54,11,1494,1113,1462,47,166,19,2,2,0,0,0
590108,0,2,0,1,0,0,0,2,1,0,8,22,593,4729,3665,32,6,2,0,0,0,0,2,8,1,1
151807,0,1,0,0,0,0,0,1,2,0,2,0,4,3,1,1,6,5,110,1148,1657,9,1,26,0,1
441506,0,0,0,0,1,0,0,0,0,1,6,8,141,1055,1121,6,3,0,0,2,1,0,1,2,1,1
219858,0,0,0,0,0,0,0,0,1,1,1,3,156,857,988,3,0,1,1,0,0,0,0,1,1,0
534747,1,2,0,0,0,0,0,0,1,4,15,19,497,3139,3855,21,2,1,1,1,1,0,1,5,0,2
154329,0,0,0,0,0,0,0,3,0,1,12,15,406,2973,3641,18,2,1,0,0,0,0,1,1,1,1
232064,0,0,0,0,1,0,0,0,2,1,8,13,297,2065,2311,9,1,0,0,0,1,0,2,5,2,1
265934,0,0,0,0,0,0,0,0,0,3,4,8,147,1061,1335,10,0,1,0,0,0,0,0,1,0,0
10776,0,0,0,0,0,0,0,0,0,0,5,4,184,590,595,2,0,0,0,0,0,0,0,1,0,0
536721,0,0,0,0,0,0,0,0,0,0,3,8,133,469,549,3,1,0,0,1,0,0,0,1,0,0
578505,0,0,0,0,0,0,0,0,1,1,1,3,158,570,477,2,0,0,0,0,0,0,0,0,0,0
571785,0,0,0,0,0,0,0,0,0,1,2,2,128,689,437,3,0,0,0,0,1,1,0,0,0,0
161965,1,1,0,2,0,1,0,0,2,6,9,12,792,3597,2987,20,1,2,0,1,1,0,3,7,1,0
149053,0,0,0,0,0,0,0,0,0,2,2,7,294,1201,1060,9,0,0,0,1,0,0,1,0,0,1
543826,0,0,0,0,0,0,0,0,0,0,1,0,140,484,488,2,0,0,0,0,0,0,1,1,0,0
10754,0,0,0,0,0,0,0,0,0,0,0,8,149,808,523,3,0,0,1,0,0,0,0,0,0,0
217198,0,0,0,0,0,0,0,0,1,2,6,13,433,1851,1638,8,2,1,0,0,1,0,1,4,2,1
309076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,5,189,755,260,0,0,1,1,0
163459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,397,610,1,0,5,0,0
19549,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,1,101,908,831,1,1,8,1,0
150803,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,25,483,520,0,0,6,1,0
171180,0,0,0,0,0,0,0,0,0,0,2,4,252,677,550,3,1,0,0,0,0,0,0,1,1,0
568791,1,0,0,0,0,0,0,0,2,0,1,5,184,1062,809,6,0,1,1,1,7,0,1,2,0,1
587834,4,1,1,0,1,1,0,4,2,1,2,1,2,0,0,0,9,1,85,1201,5021,20,2,34,0,0
513824,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,44,539,885,4,1,4,0,0
113116,0,0,1,0,0,0,0,0,1,1,3,6,168,1018,1277,13,5,2,19,45,170,2,2,0,1,1
536561,0,0,0,0,0,1,1,0,0,2,8,6,199,1740,1727,6,4,1,9,4,19,0,1,1,1,0
150612,1,0,0,1,0,0,0,0,7,1,10,13,851,3254,2902,19,4,3,0,2,1,0,1,8,0,1
552734,0,0,0,0,0,0,0,1,1,1,3,9,232,1498,1628,11,0,1,0,0,0,0,1,1,0,0
34985,1,0,0,0,0,0,0,0,1,0,5,5,128,848,982,9,1,0,0,1,0,0,0,1,0,0
284321,0,0,0,0,0,0,0,0,2,0,5,4,137,1292,1442,7,0,0,0,2,0,0,1,2,0,0
133542,0,1,1,0,0,0,0,0,1,2,8,23,181,1912,2440,15,0,2,1,1,0,0,1,2,0,2
586738,0,2,0,0,0,0,0,0,5,3,18,35,790,5925,5505,29,2,4,2,0,0,1,1,4,2,0
162776,0,2,0,0,2,0,0,0,3,3,10,22,594,2876,2661,19,2,2,0,1,0,0,0,5,0,1
282165,0,0,0,0,0,0,1,0,1,0,9,17,594,2561,2624,16,2,1,0,0,0,0,2,3,0,0
102521,0,0,0,0,0,0,0,0,2,0,4,2,84,937,979,6,1,0,1,0,0,0,0,1,1,0
269542,1,0,0,0,0,0,0,0,0,0,2,21,132,1850,1918,11,0,0,2,2,1,0,1,0,0,0
56266,2,2,1,2,1,0,1,1,9,8,28,49,2618,11613,9480,56,6,8,3,3,1,0,5,20,6,1
589224,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,12,0,0,48,974,5,0,4,0,0
334143,1,0,0,0,0,0,0,2,2,1,1,0,1,0,1,1,8,3,326,1256,4874,10,2,34,2,1
142768,0,2,0,0,0,0,0,0,1,1,3,11,1100,855,995,7,4,0,1,207,529,1,6,3,0,1
319044,7,2,2,5,4,1,10,26,18,14,25,3,21,11,25,7,76,57,1294,59245,27172,65,15,207,15,10
25548,0,0,1,0,0,0,0,1,0,2,2,0,2,2,2,0,147,13,218,1058,137,0,0,5,0,3
87194,2,2,3,1,3,0,10,7,23,24,30,5,21,8,29,11,133,82,3177,55040,3952,13,8,39,9,20
307864,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,5,57,1028,488,2,0,3,0,1
223812,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,35,3,197,1100,760,0,0,10,0,1
581436,1,0,1,0,0,0,2,0,0,0,1,0,1,4,1,1,28,5,81,1065,318,2,1,7,0,2
532903,1,0,0,0,1,3,2,0,1,3,16,27,1150,5888,6561,32,2,4,1,3,1,0,8,5,2,1
81732,0,0,0,0,0,0,0,0,0,2,3,7,121,1150,1348,7,1,1,0,0,1,1,0,1,0,0
66925,0,0,0,0,0,0,0,0,0,2,1,4,81,777,749,1,0,0,0,1,0,0,1,2,0,0
143834,2,0,0,0,0,0,0,0,1,0,4,2,154,936,1002,5,1,1,4,0,0,0,1,1,0,1
554930,0,0,0,0,0,0,0,0,0,0,3,1,92,440,485,2,0,0,0,0,0,0,0,1,0,1
29387,0,1,0,0,0,0,0,0,0,0,8,9,268,1818,1513,11,2,0,1,0,1,1,0,3,2,0
263319,0,0,0,0,1,0,0,0,3,6,17,28,1508,5499,5577,25,6,2,0,3,1,0,4,7,2,1
10690,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,823,292,0,0,3,0,0
275844,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,3,112,493,791,3,0,5,1,0
246321,203,785,129,0,0,0,18,2,0,0,2,202,24,150,86,1,0,0,0,6,3,0,0,1,2,0
581532,189,799,0,0,1,1,0,0,1,0,0,0,2,21,10,0,0,0,0,0,0,0,0,3,0,0
237260,2065,553,121,1,0,0,3,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,1,13,1,1
535437,3243,1396,203,2,0,6,0,1,0,0,2,3,5,10,41,0,2,0,0,7,4,1,0,11,10,3
593973,662,200,148,0,0,2,0,5,0,0,0,0,0,1,4,0,0,0,0,1,2,0,0,3,2,2
323943,777,874,1,0,1,0,0,0,0,0,1,0,4,4,8,0,0,0,0,0,1,1,0,6,6,0
582097,339,1531,2,0,0,1,0,0,0,1,0,0,2,13,34,0,0,0,0,0,0,0,0,4,6,1
534301,719,1654,1,0,1,0,0,0,0,0,0,0,10,21,36,0,0,0,0,5,0,1,0,5,6,1
581516,116,495,1,1,0,0,0,0,0,0,2,1,83,235,186,0,0,0,0,10,22,0,0,1,0,0
308535,579,3152,5,1,1,0,0,0,0,1,1,0,37,136,161,2,0,1,0,2,6,0,1,8,11,0
252578,1581,1298,2,2,3,0,0,0,1,0,1,1,2,3,1,0,0,0,0,0,0,0,3,7,5,0
254949,168,237,1697,1,0,0,22,0,0,0,0,0,4,80,12,0,0,1,1,0,0,0,0,0,1,7
586804,745,158,107,0,0,1,0,0,0,1,0,1,1,7,2,0,0,0,0,0,0,0,1,1,0,0
237963,596,628,0,0,1,1,1,0,0,0,1,0,10,61,51,0,0,0,0,4,0,0,0,1,1,0
554552,197,298,265,0,0,0,0,0,0,0,1,1,16,88,33,0,1,0,20,158,6,0,1,1,0,0
251592,924,495,51,1,0,0,1,2,0,0,0,5,39,143,133,1,0,1,0,0,1,1,0,7,0,1
539496,782,1144,459,0,2,0,0,4,0,0,3,4,31,337,312,0,0,0,5,24,9,0,0,5,5,5
347524,317,900,153,0,0,1,0,0,0,0,0,0,7,8,12,0,0,0,7,32,30,0,0,0,3,0
108677,159,738,42,0,0,1,0,0,0,0,0,0,27,25,43,0,0,0,0,2,1,0,0,1,1,0
329035,150,403,1086,1,0,0,0,17,0,0,0,0,3,6,2,0,2,0,1,7,1,0,0,1,0,2
326414,172,242,3214,1,0,0,0,0,0,0,1,0,4,14,7,0,0,0,0,1,1,0,0,1,1,17
222900,209,656,143,0,0,0,0,0,0,0,0,17,32,49,61,0,0,0,1,2,2,0,0,2,0,0
542445,172,387,1207,0,0,3,0,0,0,0,2,2,83,139,116,1,1,0,5,99,2,1,2,3,1,4
303295,517,476,972,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,3,0,1,1,4,1,3
217328,911,1130,5,0,0,0,0,5,0,0,1,0,1,15,3,0,1,1,0,4,1,1,0,5,4,0
563875,2089,1299,2,1,0,5,0,8,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,10,1,0
256412,342,2445,15,0,1,1,0,0,0,0,0,0,1,6,4,0,1,0,0,2,1,0,0,2,4,0
582110,0,0,0,0,0,0,0,0,0,1,3,8,755,881,803,2,0,1,0,0,1,0,2,7,0,0
234490,1,0,0,0,0,1,0,0,3,0,7,10,1079,1275,1171,9,0,1,1,1,2,0,1,6,0,0
242301,3,147,38,0,0,1,1,0,1,0,3,6,126,394,453,1,0,0,0,0,1,0,0,1,0,0
133876,272,1064,1350,0,1,2,42,0,0,0,1,0,7,37,31,0,0,1,0,2,0,2,0,3,1,0
584276,444,2292,1830,1,2,4,51,0,0,0,1,0,24,97,114,0,1,1,6,3,3,0,0,6,10,3
141394,98,61,3,0,0,0,15,0,2,0,2,9,120,337,349,2,1,0,0,0,0,0,0,1,0,0
278697,646,469,23,1,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,1,4,0,0
237842,643,174,300,0,1,0,3,0,0,0,0,1,11,67,41,0,0,0,3,3,0,0,0,1,1,0
104157,1,82,1,0,0,0,1,0,0,0,9,12,450,1915,2163,13,0,3,0,0,1,1,2,5,2,0
527719,1,26,0,0,0,0,0,2,0,0,3,5,171,481,535,3,1,1,0,3,103,0,0,2,0,0
326474,0,2,0,1,0,0,0,0,0,0,2,2,85,260,333,1,4,0,3,141,1594,2,1,11,1,0
202514,0,5,0,0,0,0,0,0,1,1,7,9,883,2269,2564,17,2,0,0,0,0,0,2,2,1,0
242051,0,24,0,0,0,1,0,0,1,1,1,4,90,515,548,2,0,0,0,54,6,0,0,1,0,0
160740,0,0,0,0,0,0,0,0,0,0,3,4,127,807,842,5,3,0,0,1,1,0,0,1,0,1
149523,2,46,0,0,0,0,0,0,2,0,0,4,126,358,442,3,11,0,9,91,98,1,0,1,1,0
163641,0,1,0,0,0,0,0,0,1,0,4,7,302,1414,1579,9,0,1,2,3,1,0,1,0,0,0
229376,1,18,0,0,1,0,1,0,1,1,5,18,664,1602,1788,7,0,0,1,1,1,0,4,1,1,0
10733,1,15,2,3,0,0,1,0,6,7,19,43,3181,7478,7594,46,3,4,2,25,35,3,20,19,1,3
132337,1,24,3,0,0,0,0,0,0,0,3,3,133,449,493,5,1,1,0,0,10,0,1,0,0,0
549687,0,1,0,0,0,0,0,0,1,0,2,4,122,489,573,1,2,0,0,1,0,1,0,1,0,0
140482,0,3,0,0,0,0,0,0,0,0,1,1,42,70,124,1,1,2,108,1036,526,2,1,6,1,0
41059,0,0,0,0,0,0,0,0,1,0,0,1,6,16,48,1,2,1,27,180,1108,2,2,11,0,0
103899,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,4,174,1778,6,0,16,0,0
525862,5,4,1,2,2,0,1,4,10,4,7,2,7,10,13,3,24,15,652,11098,13150,24,6,138,2,2
509809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,74,7,166,1108,57,0,0,0,2,2
263005,0,3,1,0,0,0,0,5,1,1,2,2,29,98,140,2,4,8,449,4074,3517,8,1,22,0,1
449515,0,0,0,0,0,0,0,0,3,1,1,0,0,1,6,0,2,5,55,1410,388,0,2,5,1,2
108675,0,0,2,1,0,0,0,8,1,0,1,0,1,4,2,1,10,4,4,5222,6992,11,3,46,5,0
237074,0,0,0,0,0,0,1,0,0,3,0,0,0,1,2,0,40,6,254,3997,719,1,1,6,1,1
10686,0,2,0,0,0,0,1,1,1,1,2,0,1,0,1,1,3,6,290,2659,761,3,0,8,1,2
240724,0,0,0,0,0,0,0,0,0,2,1,6,344,959,676,8,2,0,5,22,48,0,1,1,0,0
213866,1,2,1,0,0,0,1,0,0,0,3,5,264,1736,1163,4,0,0,1,14,1,0,1,0,0,0
337082,0,0,0,1,0,0,0,0,1,3,4,9,645,2661,2184,13,1,0,0,0,0,1,3,4,1,0
363429,0,0,2,0,0,0,0,0,0,1,1,0,2,8,3,1,0,0,64,337,707,1,1,2,0,1
141738,1,1,0,0,0,0,0,0,1,0,1,5,196,895,1171,11,0,0,0,0,0,0,1,1,0,0
222624,1,0,0,0,0,0,0,0,0,1,2,4,163,719,774,1,0,0,0,0,1,0,0,0,0,0
586390,0,0,0,0,0,0,0,1,0,1,1,3,83,410,507,2,0,0,0,1,0,0,2,1,0,0
114547,0,0,0,0,0,0,0,0,2,0,1,2,442,818,626,3,0,0,0,1,1,0,2,1,0,0
408758,0,0,0,0,1,0,0,0,1,0,2,4,207,842,905,11,0,1,0,1,3,1,0,2,0,0
196940,0,1,0,0,0,1,0,0,1,0,6,7,333,1655,1508,6,0,0,0,0,0,0,2,1,0,0
172221,0,0,0,0,0,1,0,0,1,0,4,8,416,2362,1922,11,3,1,0,0,0,1,0,4,0,0
230544,1,8,0,0,0,0,0,0,1,1,2,10,585,1750,1382,8,0,0,0,1,0,1,2,6,0,1
170662,2,1,0,0,0,0,1,0,1,0,5,15,375,2512,2294,10,1,1,0,0,1,0,1,3,0,0
149135,0,0,0,0,2,0,0,0,1,1,3,15,501,2044,1873,11,2,1,0,1,0,1,1,5,0,2
561793,0,0,0,0,0,0,0,1,0,1,7,6,337,1656,1443,5,0,0,0,0,0,1,2,0,0,0
554668,2,1,0,1,1,0,0,0,16,2,3,2,6,24,8,1318,160,2564,3,0,0,0,0,1,1,1
101215,51,345,0,0,0,0,0,0,0,1,2,4,338,491,383,1,2,0,0,0,0,0,2,2,3,0
573049,0,0,0,0,0,0,0,1,6,1,2,0,0,2,0,2,101,1177,2,1,0,0,0,2,0,0
230500,0,0,0,0,0,0,0,1,34,1,1,0,6,5,2,97,775,3800,5,3,0,1,0,1,2,1
172515,8,13,10,0,0,0,0,0,14,0,0,3,2,0,1,0,17,1485,3,1,0,1,0,0,0,1
576998,2,1,1,2,0,0,1,1,55,3,1,0,10,8,7,334,1278,8554,11,2,0,1,0,5,0,1
578477,0,0,0,0,0,0,0,0,33,4,3,101,2,2,2,174,104,3432,5,1,0,2,1,0,0,0
227744,0,0,1,0,0,0,0,0,16,0,1,0,2,3,1,205,188,1932,3,0,0,1,0,0,0,1
590041,0,0,0,2,0,0,7,1,18,0,18,18,2,8,1,97,87,1625,2,0,0,1,0,0,0,0
575472,1,0,0,0,0,0,0,0,2,8,467,2860,27,4,17,0,5,0,0,8,0,0,0,1,0,1
542989,0,0,1,0,2,0,0,1,54,4,1,0,2,9,5,462,106,8204,9,1,0,1,1,0,1,0
356497,0,1,0,2,0,0,0,0,39,3,10,0,4,7,2,191,58,3444,6,3,0,1,0,4,0,0
575686,0,1,0,2,1,1,1,0,15,1,2,2,21,33,14,1394,4367,1267,4,2,1,1,0,2,2,0
339261,7,3,3,7,11,3,26,3,237,30,24,10,541,181,49,4994,87284,30794,66,22,16,15,6,34,14,13
511108,0,1,0,0,0,0,3,0,2,1,0,0,13,1,1,6,2268,96,3,2,0,0,0,1,0,1
562142,0,0,0,0,0,0,1,0,0,0,1,0,11,2,0,3,1287,119,0,4,4,0,0,0,0,0
232667,0,0,0,1,0,0,0,0,13,4,0,0,4,0,0,17,191,770,2,1,0,0,0,0,0,0
150756,6,2,4,5,8,2,17,4,248,24,13,1,252,46,16,1041,34330,28773,54,16,8,2,5,20,12,15
230882,1,0,0,1,1,0,0,1,28,2,2,1,40,26,6,995,3997,3801,7,2,3,2,3,3,2,1
246595,0,0,0,0,0,0,0,0,34,3,0,1,3,3,0,1,89,3674,6,1,0,1,0,0,0,0
548838,0,0,0,0,0,0,0,0,50,7,3,1,5,6,3,75,176,7659,10,2,0,3,0,0,1,2
233682,0,0,0,0,0,0,2,0,1,1,0,0,14,0,0,0,2554,315,0,0,0,0,0,0,0,0
286813,1,0,0,0,0,0,4,0,10,2,1,0,57,1,4,4,6882,214,13,47,7,1,1,2,2,1
233328,0,0,0,1,1,1,0,0,31,5,18,0,8,8,2,160,784,5048,6,2,1,0,2,2,2,0
68987,4,3,1,4,3,6,7,3,234,21,12,4,111,262,80,9725,11543,26209,52,18,7,7,6,19,14,10
